,user_id,parent_asin,title_y,weighted_rating
3017,52470,3248,"PDP Gaming Zelda Collector's Edition Play and Protect Screen Protection and Skins Screen Protector, Console Skin, 2 Joy Con Skins: Zelda - Nintendo Switch",4.526060085523678
3022,14348,5762,STAR WARS Jedi Fallen Order - [Xbox One Digital Code],4.61208149891832
3023,10223,7659,"MageGee Pink Gaming Keyboard USB Wired Keyboard, New Mechanical Storm Adjustable Backlight Keyboard Splash-Proof Ideal for PC/Laptop/MAC Game(Pink)",4.445917081096969
3035,115941,9553,Nintendo Joy-Con (L)/(R) - The Legend of Zelda: Skyward Sword HD Edition - Switch,4.8688972791424945
3037,115941,6686,"GuliKit Switch Docking Station, Portable TV Dock for Nintendo Switch with USB-C PD Charging Stand, HDMI Adapter and USB 3.0 Port, Support Samsung DeX Mode/ Huawei PC Mode",4.229460709778985
3038,115941,4813,"Switch Charger for Switch, Switch Charger AC Adapter Charger Replacement Accessories with 5FT Type C Cable 15V/2.6A (Support TV Mode and Pro Controller), Black",4.56406381416817
3039,115941,7194,XCOM 2 Collection,4.454645346550536
3040,115941,8194,"eXtremeRate Cosmic Purple Gold Marble Effect Joycon Handheld Controller Housing w/Buttons, DIY Replacement Shell Case for Nintendo Switch & Switch OLED Model Joy-Con – Joycon and Console NOT Included",4.207441444075091
3041,115941,4201,"FYOUNG [New Version] Replacement Latches Compatible with Switch/Switch OLED JoyCon, Lock Buckles Repair Tool Kit Compatible with Switch JoyCons with Screwdrivers and Tweezer",4.465288959185291
3046,115941,2597,Steam Link,4.29692031754707
3047,115941,2614,"Razer RZ01-01610100-R3U1 Naga Chroma - Ergonomic RGB MMO Gaming Mouse- 12 Programmable Thumb Buttons & 16,000 Adjustible DPI",4.378416952670461
3048,115941,1207,Hisurprise 2x Black Battery Cover for Microsoft Xbox 360,4.225438261414724
3050,115941,189,Mario Kart: Double Dash,4.453591232280762
3051,115941,1326,Zettaguard Wireless PC USB Gaming Receiver for Xbox 360 Compact Disc,4.03144735131927
3052,115941,1711,Titanfall [Online Game Code],4.290443817199555
3056,114973,5014,Skywin VR Glass Stand - HTC Vive Compatible Sensor Stand and Base Station for Vive and Rift Constellation Sensors (2-Pack),4.218683068504221
3061,71044,10607,"Charging Dock Compatible with Nintendo Switch & Switch OLED Model Joycons, Switch Controller Charger Dock Station for Joycon Charges up to 4pcs, Charging Stand Station for Nintendo Switch/OLED Model",4.677072883917234
3063,9196,5862,"MOVONE Wireless Controller Dual Vibration Game Joystick Controller for PS4/ Slim/Pro,Compatible with PS4 Console",3.8212879656192937
3067,15174,10672,"Saqico Battery Pack for Oculus Quest 2, 5000mAh Head Strap Battery Pack Compatible with Oculus/Meta Quest 2 and Quest, Lightweight and Portable VR Extend Power Accessories for Extra 2-4H Playtime",4.288297206678863
3068,15174,7811,"TV Docking Station for Nintendo Switch, Switch OLED, WEGWANG Portable TV Switch Dock Station Replacement for Official Nintendo Switch with HDMI and USB 3.0 Port",4.01945009590267
3070,15174,7203,"JYSW Wireless Pro Controller intended for Switch/Switch Lite-Extra Game Remote Joypad Joystick, Replacement for Switch Controller",4.428009169619589
3071,15174,2497,Rocket League [Online Game Code],4.216097331823237
3073,49769,10164,"RaceGT Gaming Mouse Pad, RGB Large Mouse Pad XXL, Extra Extended Large Multilight Modes,Anti-Slip Base, Waterproof & Portable Led Mouse Mat for Laptop Computer PC Games",4.296243410746062
3077,57695,10620,"SIMOEFFI Upgraded RGB Gaming Headphones Stand, Headset Stand with 3.5mm AUX and 2 USB Charging Ports, Headphone Holder with 10 Light Modes and Memory Feature for Gamers PC Earphone Accessories Desk",4.282002522392494
3080,57695,7923,"Zexrow Switch Controller, Wireless Pro Controller Gamepad Compatible with Switch Support Wakeup, Screenshot and Vibration Functions",4.383730687719336
3105,57695,8904,"HEYSTOP Carry Case Compatible with Nintendo Switch, Upgraded 14 in 1 Switch Accessories Include Travel Case, TPU Protective Case, Screen Protector, Grip Case, Playstand, Touchscreen Pen and Thumb Cap",4.449542070821543
3110,57695,10665,JIAMQISHI Headset with Microphone for PC Wired Headphones - Type-C Over-Ear 3.5mm Headsets with Noise-Cancelling Microphone for Laptop - Computer Headphones with Mic in-line Control for Home,4.335282691414523
3115,57695,10080,Head Strap Accessories Compatible with Quest2: WinDrogon 27° Arc Shape Head Strap for Oculus/Meta Quest 2 Replacement for Elite Strap Enhanced Support and Comfort Reduce Face Pressure in VR Gaming,4.439227518299623
3118,57695,10124,"Battery Pack for Oculus Quest 2, Accessories for Oculus Quest 2 Headset, 5000mAh Extended Power Compatible with Meta Quest 2 Oculus Original Strap and Elite Strap Extended Play time VR Power Bank",4.507559267162851
3121,57695,10519,"BEAVIIOO Wireless Gaming Headset with Microphone for PC PS4 PS5 Playstation 4 5, 2.4G Wireless Bluetooth USB Gamer Headphones with Mic for Laptop Computer",4.296972129691319
3124,57695,10038,"Switch Controllers, Wireless Switch Pro Controllers for Nintendo Switch/Switch Lite/OLED/Android/iOS/PC/Steam Deck, Switch Remote Gamepad with 4 Programmable Buttons/Dual Vibration/Turbo/Motion Control/LED Light/Wake up",4.409776058001245
3125,57695,10010,"Gaming Headset for Xbox One PS4 PS5 PC Switch, Noise Canceling Headphones with Microphone, 3.5mm Audio Jack, Auto-Adjust Headband, 50mm Drivers, RGB Light, Lightweight Wired Gaming Headphones-Black",4.362497149383801
3126,57695,9999,"Bluetooth Controller for Switch/PC/iPhone/Android/Apple Arcade MFi Games/TV/Steam, Pro Wireless Game Controller with Phone Clip with Newly Launched Lock Joystick Speed Function/6-Axis Gyro/Dual Motors",4.091436592151138
3128,57695,10502,"SUPERUS Head Strap & Silicone Face Cover Pad Compatible with Oculus/Meta Quest 2 Accessories, Enhanced Comfort, and Keep Your VR Headset Sweat-Free (Black)",4.514238598644153
3131,57695,9836,"Mooroer PS5 Cover Plates for PS5 Console, PS5 Face Plates with Hard Shell Protective Panels for PS5, Anti-Scratch Waterproof Replacement FacePlate Cover for Playstation 5 Console Disc Edition, Black",4.631985987076292
3133,57695,9825,Nintendo Switch Sports Standard - Nintendo Switch [Digital Code],4.614708332182346
3138,57695,9081,"KOFIRE 2.4GHz/Wireless Gaming Headset, UG05 Bluetooth Gaming Headphone for PC, Laptop, PS5, PS4, Nintendo Switch, Dynamic EQ Ultra-Low Latency, 30H Playtime with Detachable Microphone Black",4.2938676637991975
3139,57695,10569,"Defanti Adjustable Head Strap with 5300mAh Battery Pack for Oculus/Meta Quest 2, Replacement for Elite Strap with Enhanced Support and Comfort in VR, Protective Headband for Quest 2 Accessories",4.4629246058183565
3141,57695,9663,"KOFIRE UT-01 Wireless Gaming Headset for Nintendo Switch Lite OLED Model, 2.4GHz Ultra-Low Latency Bluetooth Gaming Headphone with Removable Microphone, USB-C to USB-A Adapter for PS5, PS4, PC",4.22474989517718
3142,57695,9209,"KOFIRE UG-06 Wireless Gaming Headset for PS4 PS5 PC, 48H Playtime, Low Latency, Noise Cancelling Over Ear Bluetooth Gaming Headphones with Dual Mic, 3D Surround Sound, RGB Lighting",4.213867446436283
3143,57695,10757,"Ozeino Gaming Headset PS5 PS4 Headset with 7.1 Surround Sound, Gaming Headphones with Noise Cancelling Flexible Mic RGB LED Light Memory Earmuffs for PS5, PS4, Xbox one, PC, Mac",4.294057861320184
3145,57695,9660,"TOPCUBE Carrying Case for Oculus Quest 2 VR Headset Strap - Hard Protection Case and Lightweight Travel Case with Starter Kit, Lens Cover, Lens Cleaning Pen and Silicone Controller Cover",4.483134363998522
3151,18263,427,PlayStation 3 80GB MotorStorm Bundle,4.12843002256343
3154,12690,6594,"Rii RGB Wired Gaming Mouse, USB Optical Computer Mice with 6 Programmable Buttons,3200 DPI Adjustable,7 Color Backlit for Laptop PC Gamer Computer Desktop",4.34172863848479
3156,111082,5237,"LEVELHIKE Stereo Headset Adapter for Xbox One & Xbox Series X|S Controller - Adjust Audio Balance (Game Sound & Voice Chat), Volume, Mic Directly",4.209655309394936
3162,111082,10466,Middle Rabbit SW4 Wireless Gaming Earbuds for PC PS4 PS5 Switch Mobile - 2.4G Dongle & Bluetooth - 40ms Low Latency - Headphones with Built-in Microphone - 4 Mics PC Earbuds - PS4 PS5 Headset,3.992866751014384
3165,111082,9334,"HEYSTOP Case Compatible with Nintendo Switch Lite, with Tempered Glass Screen Protector and 6 Thumb Grip, TPU Protective Cover for Switch Lite with Anti-Scratch/Anti-Dust (Pink)",4.483374772734104
3166,111082,8954,"Zadii Hard Shell Carrying Case Compatible with PS5, Protective Travel Bag Holds PlayStation 5 Console, DualSense Controllers, Base and Other Accessories",4.558258318957871
3167,111082,8814,"Zadii Hard Carrying Case Compatible with Xbox Series X, Protective Travel bag for Xbox Series X Console, Controllers, Cables and Other Accessories",4.613378571964219
3180,17578,3181,Razer Kraken USB Over Ear PC and Music Headset - Black,4.123032109933295
3181,17578,1003,Xbox 360 Wired Controller - Black,4.555181414532217
3182,91797,6201,"PDP Nintendo Switch Eevee Greyscale Travel Case, 500-154 - Nintendo Switch",4.564982301910277
3185,56191,2379,Turtle Beach Ear Force Stealth 450 Fully Wireless PC Gaming Headset with DTS Headphone:X 7.1 Surround Sound,4.12121353877861
3186,56191,2477,Razer Tartarus Standard Gaming Keypad,4.227677668196763
3188,106151,2038,Disney INFINITY: Marvel Super Heroes (2.0 Edition) Video Game Starter Pack - PlayStation 4,4.339057867748676
3194,71799,2105,Corsair Gaming K70 RGB LED Mechanical Gaming Keyboard - Cherry MX Red (CH-9000068-NA),4.342189281658823
3196,22721,5124,"Raydem Nintendo Switch Carrying Case with 19 Game Cartridges and 2 Micro SD Card Slots, Protective Hard Shell Travel Carrying Case Large Capacity Pouch for Nintendo Switch Console & Accessories",4.414261768111917
3203,10341,1912,Xbox One Wireless Controller - Titanfall Limited Edition,4.180558987293735
3206,97797,3231,"DS Lite Charger Kit,FIOTOK Ds Lite Stylus Pen Replacement for Nintendo DS Lite Systems,AC Adapter Charger Compatible with Nintendo DS Lite Power Adapter Fast Charging Portable Charger (100-240v)",4.562851812940443
3207,97797,3042,"Logitech G403 Prodigy RGB Gaming Mouse – 16.8 Million Color Backlighting, 6 Programmable Buttons, Onboard Memory, Up to 12,000 DPI",4.384055837492387
3209,36876,6107,for N64 Mario Party 2 Video Game Cartridge Consoles Card - US Version,4.464983310111448
3210,36876,2280,Old Skool Nintendo 64 Replacement Ac Adapter N64,4.42731960227878
3211,103222,3305,"Razer Kraken Pro V2 Analog Gaming Headset with Retractable Microphone for PC, Xbox One and Playstation 4, White",4.283683605465724
3223,87626,1230,Xbox 360 Media Remote,4.377015015599292
3225,87626,454,Nyko Net Connect for Wii,4.227754020384892
3226,43684,3372,dreamGEAR Comfort GRIP Protection for your NEW Nintendo 3DS XL,4.376345910932101
3227,10494,8878,"8Bitdo Sn30 Pro Bluetooth Controller for Mobile & Xbox Cloud Gaming on Android, Gaming Controller for iPhone, iPad, macOS and Apple TV (No Mobile Clip) - Not for Xbox",4.115963756440749
3232,82153,5976,"Wii Remote Controller Charger, 4 in 1 Wii Charging Dock Station with 4PCS 2800mAh Rechargeable Batteries for Wii/Wii U Controller-White",3.9937977906131232
3235,25518,5158,"2 Pack 10ft PS4 Controller Charging Cable, Play and Charger Data Sync Cord for Sony Playstation 4/ PS4 Pro/ PS4 Slim/ PS4 Controllers, Microsoft Xbox One X/One S/One Elite/One Controllers",4.663238282464927
3238,25518,8402,"6amLifestyle [2 Pack 10FT] PS4 Controller Charging Cable, Charge and Play, Micro USB Charger High Speed Data Sync Cord for Sony Playstation 4 PS4 Slim/Pro Controller, Xbox One S/X Controller, Android",4.483865971673197
3239,19561,10239,"Logitech G Saitek PRO Flight Throttle Quadrant, Professional Simulation Axis Levers, LCD Display, 3x Two-Way Rocker Switches, Adjustable Bracket, USB, PC - Black",4.455313112355151
3240,37218,4809,NUBWO HW02 USB Computer Headset （Orange）,4.2864865355848085
3242,37218,2217,"Mayflash GameCube Controller Adapter for Wii U, PC USB and Switch, 4 Port",4.683357723352653
3250,107995,2075,Xbox 360 500GB Media Hard Drive,4.52244548150902
3251,104446,9125,Mokata Gaming Headphone Wired AUX 3.5mm Over Ear Cat LED Light Fit Adult & Kids Foldable Stereo Headset Earmuffs with Microphone for PC PS4 PS5 Game Cellphone Laptop Pad H02 Pink,3.991147303594228
3254,100631,1440,Tomee Stylus Pen Set for Nintendo DSi/Nintendo DS Lite (Black) (4-Pack),4.580555455079136
3255,100631,3808,8Bitdo SF30 2.4G Wireless Controller for SFC Classic Edition,4.536691117828078
3258,109481,3446,Sliq Gaming PS4 Controller Charger Charging Station with QPower AC Adapter - Fully Charge 1 Hour - PlayStation 4,4.581759649010183
3261,43573,2935,Mass Effect Andromeda Deluxe - Xbox One,4.291875283706599
3262,43573,6495,WB Games Mad Max - Playstation 4,4.451077798052254
3265,43573,2577,Far Cry Primal - PlayStation 4 Standard Edition,4.540431620529567
3269,87107,5567,World War Z - Xbox One,4.4564418282313705
3272,87107,3924,America's Greatest Game Shows: Wheel of Fortune & Jeopardy - PlayStation 4 Standard Edition,4.374429874579864
3273,98334,8233,"Officially Licensed Nintendo 3DS Extendable Styluses – Pack of Three – Fits Nintendo 3DS and Nintendo DSi – Official Nintendo Licensed Product 3DS, 3DS XL, 3DS LL",4.633391268942403
3278,35877,7671,"9CDeer 1 Piece of Silicone Studded Water Transfer Protective Sleeve Case Cover Skin + 8 Thumb Grips Analog Caps + 2 dust Proof Plugs for PS4/Slim/Pro Dualshock 4 Controller, Brown Camouflage",4.478649877540531
3280,124851,2662,MyLifeUNIT Hand Grip Handle Stand for Nintendo New 3DS XL LL,4.214580916506556
3283,95866,2903,FIFA 17 - PlayStation 3,4.3443874078314915
3284,35782,5062,PlayStation Gold Wireless Headset White - PlayStation 4,4.293725126666163
3288,113241,3019,Turtle Beach - Stealth 520 Premium Fully Wireless Gaming Headset  PS4 Pro PS4 & PS3 (Discontinued by Manufacturer),4.127827904313426
3289,113241,3088,Until Dawn: Rush of Blood - PlayStation VR,4.627486606935742
3291,114027,1161,"Amazon Basics Carrying Case for Nintendo - New 3DS XL, 3DS XL - Black (Officially Licensed by Nintendo)",4.657053013441526
3292,114027,2652,Gen USB Charge Cable for Nintendo 3DS/DSI/DSIXL,4.380771982812904
3293,114027,2219,The Legend of Zelda: Majora's Mask 3D,4.646200640299634
3294,114027,330,The Legend of Zelda: Phantom Hourglass,4.504701117295977
3295,114027,683,The Legend of Zelda: Spirit Tracks,4.573183739600224
3296,114027,2244,PDP New Nintendo 3DS XL Clip Armor - Zelda,4.415124904674549
3298,56278,2214,EA SPORTS Rory McIlroy PGA TOUR - PS4 [Digital Code],4.287977393501059
3300,91455,9230,"Mcbazel Dual Charger for PS5, Controller Charger Fast Charging Station Dock USB Type C Charging Adapter with LED Indicator for Playstation 5 DualSense Controller",4.469996704143553
3301,91455,3928,Contour Design Unimouse Mouse Wireless - Wireless Ergonomic Mouse for Laptop and Desktop Computer Use - 2.4GHz Fully Adjustable Mouse - Mac & PC Compatible - (Right-Hand),4.282785021418908
3302,18134,3563,Pokemon Go-Tcha Pokemon Go Plus Accessory LED Touch Screen Wristband,4.2034098737127685
3303,4462,1287,UFC Undisputed 3,4.419106252429687
3309,101551,2669,Animal Crossing Series 1 Single Pack of 6 Cards,4.6247561402792075
3317,119491,9936,"Keychron K2 75% Layout RGB Bluetooth Wireless Mechanical Keyboard with Gateron G Pro Red Switch/Anti Ghosting/N-Key Rollover, Compact 84 Keys USB Wired Gaming Keyboard for Mac Windows-Version 2",4.533243604442479
3329,23552,4477,Amazon Basics Xbox One Wired Controller,4.203726924389525
3331,23552,1490,Nintendo Nunchuk Controller - White,4.462731662465151
3337,67169,2594,PlayStation 4 500GB Console - Uncharted: The Nathan Drake Collection Bundle (Physical Disc)[Discontinued],4.638837632172736
3338,101383,1120,Insten Bluetooth Wireless Headset compatible with Apple iPhone X / 8 / 8 Plus Sony Playstation 3 PS3,3.914686132037004
3339,9280,2733,"YCCTEAM Power Supply Brick for Xbox One with Power Cord, AC Adapter Cord Charger Replacement for Xbox One with Cable 100-240V Auto Voltage（Low Noise）",4.475356175634636
3341,22592,2923,Tekken 7 - PlayStation 4,4.545155904819037
3343,45309,5687,N64 Extension Cables for Nintendo N64 64 Controller (8 Packs),4.688390691414965
3346,45309,957,WipeOut: The Game,4.289289147681737
3347,45309,823,Sonic & SEGA All-Stars Racing - Nintendo Wii,4.4625107039422165
3351,45309,913,INSTEN Remote Controller Charger + 2 Battery Packs For Wii Game,4.2935091064366375
3355,34811,221,Halo 2: Limited Collector's Edition,4.347639218113421
3359,53126,5664,Nintendo Labo Toy-Con 04: VR Kit - Starter Set + Blaster - Switch,4.4689532179947
3362,90795,1963,Buyee 128MB Memory Card Game Memory Card,4.5521179160137795
3368,116443,1298,SPOGENN Matbip Compatible,4.390101886934141
3370,69868,8746,8Bitdo Mobile Clip for Pro 2 Bluetooth Controller - Not Machine Specific,4.397044321274148
3371,47636,4715,NAMCO MUSEUM ARCADE PAC - Nintendo Switch,4.564124264974741
3374,47636,3122,"Redragon K552 Mechanical Gaming Keyboard, RGB Rainbow Backlit, 87 Keys, Tenkeyless, Compact Steel Construction with Blue Switches for Windows PC Gamer (Black)",4.4692675839526315
3380,70619,8309,"Thrustmaster T300 RS - Gran Turismo Edition Racing Wheel (PS5,PS4,PC)",4.386092445254849
3381,46177,8450,"3DS Charger, VOYEE 3DS Charger Compatible with Nintendo 3DS/ DSi/DSi XL/ 2DS/ 2DS XL/New 3DS XL 100-240V Wall Plug Adapter",4.564906201945037
3383,46177,505,"DTOL Charger Charging Cable for PS5 Controller, Xbox Series X, Xbox Series S Controller, Replacement USB C Cord Nylon Braided Type-C Ports Accessories for Nintendo Switch 2 Pack 10 Feet Black",4.4513288420648145
3385,64288,2787,Nintendo Isabelle Summer Outfit amiibo - Nintendo Wii U,4.524273448214883
3388,64288,2509,Tomodachi Life - 3DS [Digital Code],4.451975737201928
3395,103593,5716,"Protective Case for Switch,Dockable Cover Case for Switch,Grip Cover in Silicone with Anti-Scratch and Shock-Absorption Soft TPU(Gray)",4.380721293839652
3398,63301,260,Sonic Rush,4.444555712938107
3401,63301,351,Yoshi's Island DS,4.404675458265134
3411,81855,5303,"Wireless Controller Compatible with Xbox 360 Double Motor Vibration Wireless Gamepad Gaming Joypad, Blue - PAWHITS",4.1229712052794385
3413,81855,1543,Pro Commander for Wii U,4.146787849891425
3426,81361,2906,Stealth 350VR Amplified Virtual Reality Gaming Headset - Variable Bass Boost - Mic Monitoring - PlayStation VR and PS4 - PlayStation 4,4.288794023376459
3427,81361,2173,Antec X-1 Cooler for Xbox One,4.169126876364783
3428,81361,2164,Logitech G302 Daedalus Prime MOBA Gaming Mouse,4.431393910288469
3429,90634,443,Wii Fit Game with Balance Board,3.9372304151263373
3431,90634,362,Wii Component Video Cable,4.346029107969308
3439,90634,449,"Endless Ocean: Dive, Discover, Dream",4.344316833475948
3443,90634,446,Official Wii Zapper with Link's Crossbow Training,4.3554081959136655
3449,49688,5872,"Ferkurn Thumb Grip Cap Joystick Cap Compatible with Switch, Switch OLED & Switch Lite, Kawaii Joycon Grip Button Stick Cover Controller 3D Analog Comfort Ergonomic Kit Accessories Part, Cute Skin",4.386074790472564
3450,49688,1803,OSTENT Wireless Controller 1800mAh Battery Pack Replacement for Sony PS3 Bluetooth Controller Console,4.2839046948225565
3454,26945,5613,Kirby's Extra Epic Yarn - Nintendo 3DS,4.457867806032999
3455,26945,2993,Nintendo Selects: Lego City: Undercover - Wii U,4.395628149627299
3459,26945,1703,Nyko Charge Station Quad for Wii (Black),4.2192367732113265
3461,26945,1010,Disney Epic Mickey - Nintendo Wii,4.519971561408788
3466,67384,7246,"EPOMAKER TH80-X Gasket Mechanical Keyboard, 75% Layout Triple Mode Hot-swap Gaming Keyboard, with 8000mAh Battery, LCD Screen, Silicon Pad, NKRO, RGB for Office/Win/Mac (Pink Blue,Flamingo Switch)",4.472813208448243
3469,48838,1195,Paper Mario: Sticker Star,4.443374376700781
3470,48838,8370,Story of Seasons: Trio of Towns - Nintendo 3DS,4.584588832325946
3472,7190,3258,"DBPOWER Gaming Office 2-in-1 Keyboard with 3-Color LED backlighting, Ergonomic Waterproof Mechanical Feel Full-Size 104-key Gaming Keyboard, Office Equipment for PC laptops Computer",4.207953227185394
3474,101416,1364,SimCity: Limited Edition,3.555557957391681
3476,76308,3043,Logitech G403 Wireless Gaming Mouse with High Performance Gaming Sensor,4.15690138076315
3479,72441,318,Final Fantasy VII: Dirge of Cerberus,4.474705766293898
3483,125205,6658,CORSAIR Void Pro RGB USB Gaming Headset - Dolby 7.1 Surround Sound Headphones for PC - Discord Certified - 50mm Drivers - Carbon,4.38370046982877
3486,14972,6120,"Docking Station for Nintendo Switch, Switch Dock, ikedon Portable TV Docking Station Replacement for Nintendo Switch with 4K HDMI and USB 3.0 Port",4.204365733299858
3487,14972,4560,LEGO DC Super-Villains - PlayStation 4,4.668439003785886
3498,103087,1393,New Super Mario Bros. 2,4.660396847332686
3499,103087,2307,dreamGEAR Comfort Grip for your Old Nintendo 3DS XL,4.291733935128077
3500,103087,1719,Teenage Mutant Ninja Turtles - Nintendo Wii,4.28875157649531
3501,103087,2537,Minecraft: Story Mode - Season Disc - Xbox One,4.228181603331999
3502,62531,1466,Sega Megadrive Ultimate Collection (essentials) /ps3,4.046995343451981
3504,9413,3799,Xbox Wireless Controller - Patrol Tech Special Edition,4.383136689000403
3506,5610,651,Gold's Gym Cardio Workout - Nintendo Wii,4.289308429144056
3509,92227,7674,"ZeroStory 2 Packs Wireless Controller and Nunchuck for Wii and Wii U Console, Gamepad with Silicone Case and Wrist Strap (Black and Dark Blue)",4.294162980235404
3510,92227,5583,Datel Action Replay Power Saves Pro - Nintendo 3Ds,4.297420556955276
3512,92227,8177,"HyperX Alloy Core RGB – Membrane Gaming Keyboard, Comfortable Quiet Silent Keys with RGB LED Lighting Effects, Spill Resistant, Dedicated Media Keys, Compatible with Windows 10/8.1/8/7 – Black",4.5755044652086845
3518,32364,5173,"Jeecoo J20 Stereo Gaming Headset for PS4, Pro, Xbox One S, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, Bass Surround Soft Memory Earmuffs for PC Nintendo Switch Games",4.127403609242401
3522,104120,832,OEM Nintendo Gamecube Compatible Controller Pack 2 Black,4.293813367072421
3528,114222,7427,Tobii Eye Tracker 5,4.2095318165698945
3529,114222,8307,Thrustmaster T 16000M SPACE SIM DUO STICK (PC),4.394286675101439
3545,38496,2451,igadgitz U3612 - EVA Hard Case Cover Compatible with Nintendo 3DS XL & 2DS XL 2017 - Pink,4.481841911039481
3554,101354,370,Mario Party 8,4.471495741840363
3556,89738,803,Kinect Sports,4.547985373567524
3559,80502,5413,Mad Max - Xbox One,4.521083880599156
3564,81313,1150,Call of Duty: Modern Warfare 3 - Playstation 3,4.565731151454589
3565,81313,1099,Battlefield 3 - Playstation 3,4.550240620285537
3566,81313,2186,Call of Duty: Black Ops II - Xbox 360,4.579436077922045
3567,81313,928,Call of Duty: Black Ops - Playstation 3,4.565423610506104
3569,41914,5895,Replacement Rig 400 Game Mic TNE 3.5mm Microphone Boom for Plantronics Rig 400HX 400HS 400LX 500HX 500 700HX 700 800 Pro Xbox One PS4 Nintendo Computer Gaming Headsets,4.082230366352929
3570,41914,1766,The Legend of Zelda : The Wind Waker (HD Deluxe Set) for Nintendo Wii U,4.117324497599785
3575,21159,5117,Yoshi's Crafted World - Nintendo Switch [Digital Code],4.572722169953637
3578,78237,5318,Aproca Hard Protective Case Compatible with Astro Gaming A50 Wireless Dolby Gaming Headset (Black),4.583255567186692
3579,78237,10331,"Thrustmaster F599XX EVO 30 Wheel Alcantara Edition Add-On (XBOX Series X/S, One, PS5, PS4, PC)",4.55166666466495
3580,78237,8427,"Thrustmaster T300 Servo Base (PS4, PS4 , PC)",4.397183827613884
3584,73008,7705,YoRHa Printing Rubber Silicone Cover Skin Case for Xbox One S/X Controller x 1(Beasts) with PRO Thumb Grips x 8,4.485237677972577
3591,98721,6644,Plants Vs. Zombies: Battle for Neighborville - PlayStation 4,4.552580951551229
3592,98721,3061,PowerA Storage Case for PSVR - PlayStation VR,4.621986427651448
3595,98721,2510,Pink Yarn Yoshi Amiibo (Yoshi's Woolly World Series),4.717149475138158
3598,89122,10144,FIFA 23 - PlayStation 4,4.624102910894762
3606,113566,2756,World of Warcraft: Legion - Standard Edition - PC/Mac,4.225797006126983
3609,70428,9783,"eXtremeRate SFC SNES Classic EU Style DIY Replacement Shell for Nintendo Switch Lite, NSL Handheld Controller Housing with Screen Protector, Custom Case Cover for Nintendo Switch Lite",4.3680652582089134
3615,70428,9879,"8Bitdo Lite Bluetooth Gamepad for Switch Lite, Switch & Windows (Turquoise Edition)",4.479352833953482
3616,70428,640,Tomodachi Collection [Japan Import],4.286171903118797
3619,70428,662,Rhythm Heaven - Nintendo DS,4.473084311504761
3622,70428,566,Tetris,4.498515206753571
3624,70428,75,Pokemon Gold,4.289072368701975
3628,70428,704,Tomee Retro Classic Controller for NES,4.048873929203905
3632,83302,1412,SPOGENN Matbip Compatible,4.390099653605381
3633,76821,8685,"Grip kit for Nintendo Switch Joy-Con Controllers,Hand Grips Compatible with Nintendo Switch OLED Model Controllers,2Pack (Red/Blue)",4.468735749805953
3634,111125,6150,Car Mechanic Simulator (PS4) (PS4),4.396904435841096
3639,40827,5315,Rollercoaster Tycoon: Adventures - Nintendo Switch Standard Edition,4.382024442760773
3643,111275,9774,YoRHa Silicone Cover Skin Case for PS5 Dualsense Controller x 1(White) with Thumb Grips x 10,4.447012335739558
3661,54162,368,Cooking Mama: Cook Off,4.338973108176699
3663,49572,3939,[Updated]Hand Grip Compatible with Nintendo 2DS XL with 1 Stylus and 1 Clear Case Compatible with Nintendo 2DS XL,4.3731137651832395
3664,124182,2659,"SportsBot SS301 Blue LED Gaming Over-Ear Headset Headphone, Keyboard & Mouse Combo Set w/ 40mm Speaker Driver, Microphone, Multimedia Keys & Window Key Lock, 4 DPI Levels (BLU)",4.205974366027033
3665,124182,1725,"TECKNET Wired Gaming Mouse, Ergonomic Optical USB Gaming Mice for Laptop PC Computer Gamer, Adjustable DPI Levels, 6 Buttons",4.202853732063402
3666,124182,3471,Halo Wars 2 - Ultimate Edition - Xbox One,4.350809041232115
3669,88793,2490,Hard Disk Drive HDD for Xbox 360 Slim (120G),4.3729646733081005
3671,57825,2545,Nyko Charge Link - Micro-USB Controller Charge and Sync Cable for Xbox One,4.2106351293758175
3672,57825,1574,Power Stand for Wii U,4.340138696833625
3673,47890,2983,CM Storm QuickFire XT - Full Size Mechanical Gaming Keyboard with CHERRY MX Brown Switches,4.440627280734779
3674,22326,3956,Nba 2K18 Standard Edition - Xbox One,4.443458766601376
3677,64679,2320,Disney Infinity 3.0 Edition Starter Pack - Xbox 360,4.286501891794371
3684,115301,5367,Logitech G MX518 Gaming Mouse,4.457347759853315
3685,42381,5806,MY HERO One’s Justice - Nintendo Switch,4.659171530875379
3686,42381,5753,Hollow Knight (PS4),4.606006393655809
3689,42381,1233,Super Mario Galaxy (Nintendo Selects),4.541434128544542
3693,40804,4253,Surviving Mars - Xbox One,4.16614424464346
3700,85749,271,Mario Kart DS,4.568017095991417
3701,113634,9560,"Switch lite Protective Case, Switch lite Clear Glitter Case, Shiny Sparkly Switch Lite TPU Cover - 1 Pack",4.652743805668597
3703,14262,969,EA Sports Active 2 - Playstation 3,4.109390981507213
3705,55804,1981,NBA 2K15 - PlayStation 3,4.433556624149778
3709,29940,6857,Xbox Wireless Controller PC Game Controller 2.4GHZ Wireless Game Controller Compatible with Xbox One/ One S/ One X and PC with Built-in Dual Vibration No Audio jack,3.8558317620727656
